Suburb,Rooms,Type,Price,Date,Distance,Postcode,Bedroom2,Bathroom,Car,BuildingArea,CouncilArea,Lattitude,Longtitude,Propertycount,Age,metropolitan,victoria,Missing_Price
Brighton,2,t,1400000,2016-08-28,11.2,3186,2,2,1.0,126.0,Bayside,-37.9159,144.9933,10579,55.0,1,0,0
East Melbourne,2,u,765000,2016-08-28,1.5,3002,2,1,1.0,126.0,Melbourne,-37.8177,144.9801,3040,45.0,1,0,0
Fairfield,3,h,1145000,2016-08-28,5.8,3078,3,1,3.0,126.0,Darebin,-37.7673,145.02100000000004,2970,65.0,1,0,0
Ormond,2,u,405000,2016-08-28,11.8,3204,2,1,1.0,68.0,Glen Eira,-37.9031,145.0444,3578,55.0,1,0,0
Carlton,2,h,1117000,2016-08-28,1.8,3053,2,1,0.0,92.0,Melbourne,-37.7996,144.9737,6786,135.0,1,0,0
Ivanhoe East,1,u,405000,2016-08-28,9.0,3079,1,1,1.0,126.0,Banyule,-37.7767,145.0543,1554,65.0,1,0,0
Avondale Heights,3,h,642000,2016-08-28,10.5,3034,3,1,1.0,126.0,Moonee Valley,-37.7567,144.8572,4502,65.0,1,0,0
Keilor East,4,h,732000,2016-08-28,12.8,3033,4,2,2.0,233.0,Moonee Valley,-37.7479,144.8763,5629,45.0,1,0,0
Carlton,4,h,2345000,2016-08-28,1.8,3053,4,1,1.0,126.0,Melbourne,-37.7962,144.9659,6786,55.0,1,0,0
Brighton,3,h,2030000,2016-08-28,11.2,3186,4,2,2.0,126.0,Bayside,-37.9193,144.9898,10579,55.0,1,0,0
Maidstone,2,t,600000,2016-08-28,9.2,3012,2,2,1.0,112.0,Maribyrnong,-37.7801,144.869,3873,13.0,1,0,0
Northcote,3,h,1080000,2016-08-28,5.5,3070,2,1,1.0,130.0,Darebin,-37.7799,145.011,11364,115.0,1,0,0
Avondale Heights,3,h,863000,2016-08-28,10.5,3034,3,2,3.0,126.0,Moonee Valley,-37.7546,144.8585,4502,55.0,1,0,0
Spotswood,4,h,871500,2016-08-28,7.7,3015,4,2,0.0,158.0,Hobsons Bay,-37.8284,144.8861,1223,35.0,1,0,0
Rosanna,2,u,452000,2016-08-28,11.4,3084,2,1,1.0,126.0,Banyule,-37.7458,145.0659,3540,60.0,1,0,0
Brighton,5,h,3105000,2016-08-28,11.2,3186,4,2,2.0,304.0,Bayside,-37.9205,145.0012,10579,95.0,1,0,0
Windsor,2,u,580000,2016-09-03,5.1,3181,2,2,1.0,78.0,Port Phillip,-37.8558,144.9903,4380,13.0,1,0,0
Bulleen,3,u,851000,2016-09-03,11.8,3105,3,1,2.0,140.0,Manningham,-37.7599,145.0849,4480,25.0,1,0,0
Caulfield,2,u,722500,2016-09-03,8.9,3162,2,1,1.0,100.0,Glen Eira,-37.8865,145.0302,2379,65.0,1,0,0
Kensington,3,h,785000,2016-09-03,4.2,3031,2,1,1.0,64.0,Melbourne,-37.7906,144.924,5263,26.5,1,0,0
Bulleen,4,h,1300000,2016-09-03,11.8,3105,4,1,2.0,180.0,Manningham,-37.7608,145.0862,4480,65.0,1,0,0
Bulleen,4,h,1110000,2016-09-03,11.8,3105,3,2,2.0,126.0,Manningham,-37.7628,145.0994,4480,55.0,1,0,0
Bulleen,4,h,1235000,2016-09-03,11.8,3105,4,2,2.0,214.0,Manningham,-37.7657,145.0957,4480,68.0,1,0,0
Keilor East,3,h,703000,2016-09-03,12.8,3033,3,2,2.0,200.0,Moonee Valley,-37.7402,144.8591,5629,30.0,1,0,0
Kensington,3,h,1037000,2016-09-03,4.2,3031,3,1,1.0,106.0,Melbourne,-37.7953,144.9275,5263,115.0,1,0,0
Thornbury,3,u,510000,2016-09-03,6.5,3071,3,1,1.0,126.0,Darebin,-37.7591,145.0211,8870,65.0,1,0,0
Kensington,3,h,852000,2016-09-03,4.2,3031,3,1,1.0,138.0,Melbourne,-37.7929,144.9197,5263,25.0,1,0,0
Sunshine West,3,h,496000,2016-09-03,13.5,3020,3,1,2.0,126.0,Brimbank,-37.8004,144.8105,6763,55.0,1,0,0
Keilor East,3,h,650000,2016-09-03,12.8,3033,3,1,1.0,104.0,Moonee Valley,-37.7441,144.8503,5629,55.0,1,0,0
Kew East,4,h,2490000,2016-09-03,7.5,3102,3,2,2.0,14.0,Boroondara,-37.7936,145.0566,2671,80.0,1,0,0
Heidelberg Heights,2,h,815000,2016-09-03,10.5,3081,2,1,2.0,120.0,Banyule,-37.7501,145.0505,2947,95.0,1,0,0
Preston,4,h,900000,2016-09-03,8.8,3072,4,2,1.0,126.0,Darebin,-37.7416,145.016,14577,85.0,1,0,0
Preston,4,h,930000,2016-09-03,8.8,3072,4,2,2.0,180.0,Darebin,-37.7369,144.9905,14577,105.0,1,0,0
Preston,3,h,855000,2016-09-03,8.8,3072,3,1,2.0,126.0,Darebin,-37.7332,145.0252,14577,75.0,1,0,0
Surrey Hills,4,h,2440000,2016-09-03,11.2,3127,4,3,2.0,264.0,Boroondara,-37.8154,145.0927,5457,95.0,1,0,0
Surrey Hills,3,t,1110000,2016-09-03,11.2,3127,4,2,2.0,129.0,Whitehorse,-37.8332,145.1105,5457,55.0,1,0,0
Surrey Hills,4,h,2128000,2016-09-03,11.2,3127,4,3,2.0,312.0,Boroondara,-37.8239,145.0969,5457,25.0,1,0,0
Surrey Hills,3,h,2009000,2016-09-03,11.2,3127,3,1,2.0,126.0,Boroondara,-37.822,145.0897,5457,75.0,1,0,0
Surrey Hills,5,h,2200000,2016-09-03,11.2,3127,5,3,2.0,235.0,Boroondara,-37.8175,145.0987,5457,105.0,1,0,0
Carnegie,2,t,795000,2016-09-03,11.4,3163,2,2,1.0,104.0,Glen Eira,-37.8911,145.0539,7822,16.0,1,0,0
Carnegie,3,u,820000,2016-09-03,11.4,3163,3,1,2.0,96.0,Glen Eira,-37.897,145.0623,7822,36.0,1,0,0
Preston,3,h,1250000,2016-09-03,8.8,3072,3,1,2.0,141.0,Darebin,-37.7419,145.0049,14577,45.0,1,0,0
Preston,4,h,1004000,2016-09-03,8.8,3072,3,0,0.0,126.0,Darebin,-37.7346,145.0226,14577,75.0,1,0,0
Hughesdale,2,u,516000,2016-09-03,13.0,3166,2,1,1.0,76.0,Monash,-37.8967,145.0858,3145,55.0,1,0,0
Heidelberg West,5,h,765000,2016-09-03,9.4,3081,3,2,2.0,126.0,Banyule,-37.7354,145.0381,2674,65.0,1,0,0
Heidelberg West,3,h,691000,2016-09-03,9.4,3081,2,1,2.0,86.0,Banyule,-37.7456,145.0397,2674,60.0,1,0,0
Brighton,3,h,1550000,2016-09-03,11.2,3186,3,2,2.0,126.0,Bayside,-37.9159,145.0068,10579,85.0,1,0,0
Brighton,3,h,1635000,2016-09-03,11.2,3186,3,1,2.0,156.0,Bayside,-37.9038,145.0001,10579,105.0,1,0,0
Canterbury,4,h,2950000,2016-09-03,9.0,3126,4,2,2.0,215.0,Boroondara,-37.8186,145.0706,3265,90.0,1,0,0
Carlton North,3,h,1330000,2016-09-03,3.2,3054,3,1,1.0,126.0,Yarra,-37.7871,144.9766,3106,125.0,1,0,0
Williamstown,3,h,1535000,2016-09-03,8.0,3016,3,1,1.0,186.0,Hobsons Bay,-37.8681,144.8994,6380,115.0,1,0,0
Williamstown,4,h,1400000,2016-09-03,8.0,3016,4,2,1.0,160.0,Hobsons Bay,-37.8613,144.8988,6380,75.0,1,0,0
Williamstown,4,h,1325000,2016-09-03,8.0,3016,3,2,1.0,126.0,Hobsons Bay,-37.855,144.8905,6380,45.0,1,0,0
West Melbourne,3,t,1010000,2016-09-03,1.9,3003,3,3,2.0,132.0,Melbourne,-37.8048,144.9424,2230,85.0,1,0,0
Kew East,2,u,620000,2016-09-03,7.5,3102,2,1,1.0,126.0,Boroondara,-37.7971,145.0514,2671,55.0,1,0,0
Hughesdale,2,h,1550000,2016-09-03,13.0,3166,2,1,1.0,97.0,Monash,-37.8931,145.0791,3145,75.0,1,0,0
Maidstone,3,h,670000,2016-09-03,9.2,3012,3,1,3.0,126.0,Maribyrnong,-37.7832,144.8745,3873,20.5,1,0,0
Maidstone,3,t,615000,2016-09-03,9.2,3012,3,2,2.0,161.0,Maribyrnong,-37.7773,144.8725,3873,18.0,1,0,0
Maidstone,3,h,715000,2016-09-03,9.2,3012,3,1,1.0,128.0,Maribyrnong,-37.7808,144.8678,3873,55.0,1,0,0
Brunswick,2,h,1026000,2016-09-03,5.2,3056,2,1,0.0,108.0,Moreland,-37.7676,144.9665,11918,120.0,1,0,0
Brunswick,2,u,428000,2016-09-03,5.2,3056,2,1,2.0,126.0,Moreland,-37.7593,144.9652,11918,55.0,1,0,0
Prahran,2,u,650000,2016-09-03,4.5,3181,2,1,1.0,126.0,Stonnington,-37.85,145.0085,7717,95.0,1,0,0
Reservoir,3,u,475000,2016-09-03,11.2,3073,3,1,1.0,107.0,Darebin,-37.7019,145.0256,21650,35.0,1,0,0
Prahran,1,u,342000,2016-09-03,4.5,3181,1,1,1.0,34.0,Stonnington,-37.8486,144.9872,7717,65.0,1,0,0
Williamstown North,2,t,500000,2016-09-03,8.9,3016,2,1,1.0,126.0,Hobsons Bay,-37.8563,144.8782,802,46.0,1,0,0
Reservoir,2,u,415000,2016-09-03,11.2,3073,2,1,1.0,84.0,Darebin,-37.708,145.0181,21650,13.0,1,0,0
Kew,3,h,1635000,2016-09-03,5.6,3101,3,1,2.0,126.0,Boroondara,-37.8102,145.0451,10331,35.0,1,0,0
Kew,2,h,4800000,2016-09-03,5.6,3101,2,2,1.0,126.0,Boroondara,-37.812,145.0547,10331,65.0,1,0,0
Prahran,2,h,950000,2016-09-03,4.5,3181,2,1,1.0,121.0,Stonnington,-37.8503,144.9913,7717,25.0,1,0,0
Camberwell,4,h,2650000,2016-09-03,7.8,3124,4,2,1.0,189.0,Boroondara,-37.8286,145.0686,8920,135.0,1,0,0
Camberwell,3,t,1615000,2016-09-03,7.8,3124,3,1,2.0,126.0,Boroondara,-37.8435,145.0695,8920,65.0,1,0,0
Templestowe Lower,4,h,1201000,2016-09-03,13.8,3107,4,2,2.0,221.0,Manningham,-37.7624,145.1175,5420,47.0,1,0,0
Templestowe Lower,3,h,1150000,2016-09-03,13.8,3107,4,2,2.0,126.0,Manningham,-37.7642,145.1157,5420,55.0,1,0,0
Prahran,2,u,781000,2016-09-03,4.5,3181,2,1,1.0,73.0,Stonnington,-37.8511,145.0029,7717,95.0,1,0,0
Viewbank,4,h,910000,2016-09-03,13.8,3084,4,2,2.0,126.0,Banyule,-37.735,145.0921,2698,50.0,1,0,0
Viewbank,3,h,960000,2016-09-03,13.8,3084,4,2,2.0,183.0,Banyule,-37.7322,145.0995,2698,35.0,1,0,0
Ivanhoe,2,u,480000,2016-09-03,7.9,3079,2,1,1.0,126.0,Banyule,-37.77,145.0472,5549,62.5,1,0,0
Brighton East,3,h,930000,2016-09-03,10.7,3187,3,1,1.0,117.0,Bayside,-37.9317,145.0218,6938,95.0,1,0,0
Braybrook,3,h,870000,2016-09-03,10.8,3019,3,2,4.0,126.0,Maribyrnong,-37.7824,144.8469,3589,55.0,1,0,0
Brighton East,4,h,1850000,2016-09-03,10.7,3187,4,2,2.0,268.0,Bayside,-37.9187,145.007,6938,85.0,1,0,0
Braybrook,2,h,645000,2016-09-03,10.8,3019,2,1,1.0,75.0,Maribyrnong,-37.7839,144.8524,3589,75.0,1,0,0
Brighton East,4,h,1940000,2016-09-03,10.7,3187,4,2,2.0,240.0,Bayside,-37.9205,145.0122,6938,65.0,1,0,0
Maidstone,4,h,826000,2016-09-03,9.2,3012,4,2,2.0,185.0,Maribyrnong,-37.7833,144.8817,3873,13.0,1,0,0
Preston,3,h,930000,2016-09-03,8.8,3072,3,1,2.0,126.0,Darebin,-37.7418,145.0095,14577,75.0,1,0,0
Burwood,5,h,1590000,2016-09-03,11.7,3125,4,3,2.0,253.0,Whitehorse,-37.848,145.09799999999996,5678,85.0,1,0,0
Camberwell,4,h,3225000,2016-09-03,7.8,3124,4,3,2.0,126.0,Boroondara,-37.8496,145.0869,8920,65.0,1,0,0
Richmond,1,u,500000,2016-09-03,2.6,3121,1,1,1.0,126.0,Yarra,-37.8226,145.013,14949,55.0,1,0,0
Caulfield North,3,h,1750000,2016-09-03,8.1,3161,3,2,2.0,313.0,Glen Eira,-37.8629,145.019,6923,70.0,1,0,0
Spotswood,3,h,1040000,2016-09-03,7.7,3015,3,1,3.0,126.0,Hobsons Bay,-37.8272,144.8789,1223,75.0,1,0,0
Moorabbin,3,h,1224000,2016-09-03,14.6,3189,3,1,3.0,143.0,Kingston,-37.9376,145.0474,2555,65.0,1,0,0
Moorabbin,3,h,1020000,2016-09-03,14.6,3189,3,1,3.0,126.0,Kingston,-37.9375,145.0474,2555,65.0,1,0,0
Moorabbin,3,h,1000000,2016-09-03,14.6,3189,3,2,2.0,150.0,Kingston,-37.9428,145.04399999999995,2555,55.0,1,0,0
Moorabbin,1,u,380500,2016-09-03,14.6,3189,1,1,1.0,51.0,Kingston,-37.9374,145.0388,2555,35.0,1,0,0
Parkville,4,h,1230000,2016-09-03,2.6,3052,4,2,2.0,249.0,Melbourne,-37.7767,144.9403,2309,16.0,1,0,0
Ashwood,2,h,995000,2016-09-03,12.2,3147,2,1,1.0,126.0,Monash,-37.8693,145.1082,2894,75.0,1,0,0
Glenroy,3,h,610000,2016-09-03,13.0,3046,3,1,2.0,118.0,Moreland,-37.6972,144.9431,8870,65.0,1,0,0
Elwood,3,t,1350000,2016-09-03,7.7,3184,3,2,2.0,126.0,Port Phillip,-37.8831,144.9801,8989,65.0,1,0,0
Southbank,3,u,720000,2016-09-03,1.2,3006,3,1,1.0,106.0,Melbourne,-37.8235,144.9655,8400,32.0,1,0,0
Essendon,2,u,660000,2016-09-03,8.0,3040,2,1,1.0,113.0,Moonee Valley,-37.7418,144.8977,9264,45.0,1,0,0
Ashburton,4,h,2650000,2016-09-03,11.0,3147,4,3,2.0,399.0,Boroondara,-37.8669,145.0767,3052,10.0,1,0,0
Essendon,2,u,550000,2016-09-03,8.0,3040,2,1,1.0,83.0,Moonee Valley,-37.7575,144.9298,9264,45.0,1,0,0
Newport,3,h,1025000,2016-09-03,8.4,3015,3,2,2.0,195.0,Hobsons Bay,-37.842,144.8902,5498,69.0,1,0,0
Newport,3,h,826000,2016-09-03,8.4,3015,2,1,2.0,100.0,Hobsons Bay,-37.8457,144.8651,5498,68.0,1,0,0
Oakleigh South,3,t,680000,2016-09-03,14.7,3167,3,2,1.0,123.0,Monash,-37.9122,145.0853,3692,55.0,1,0,0
Ascot Vale,2,u,455000,2016-09-03,5.9,3032,3,1,2.0,126.0,Moonee Valley,-37.7756,144.9165,6567,105.0,1,0,0
Oak Park,2,h,592000,2016-09-03,11.5,3046,2,1,2.0,126.0,Moreland,-37.7137,144.9167,2651,35.0,1,0,0
Essendon,3,h,1425000,2016-09-03,8.0,3040,3,2,2.0,147.0,Moonee Valley,-37.7585,144.9317,9264,75.0,1,0,0
Elwood,1,u,520000,2016-09-03,7.7,3184,1,1,1.0,51.0,Port Phillip,-37.8761,144.9871,8989,95.0,1,0,0
Avondale Heights,3,h,850000,2016-09-03,10.5,3034,3,1,1.0,118.0,Moonee Valley,-37.7677,144.8674,4502,55.0,1,0,0
Caulfield North,3,h,1365000,2016-09-03,8.1,3161,3,1,0.0,126.0,Glen Eira,-37.8678,145.02700000000004,6923,55.0,1,0,0
Balwyn North,4,h,3230000,2016-09-03,9.2,3104,4,4,3.0,275.0,Boroondara,-37.8014,145.0892,7809,65.0,1,0,0
Balwyn North,3,h,1500000,2016-09-03,9.2,3104,3,2,1.0,154.0,Boroondara,-37.7939,145.0789,7809,75.0,1,0,0
Balwyn North,3,t,1315000,2016-09-03,9.2,3104,3,2,2.0,167.0,Boroondara,-37.7966,145.1021,7809,25.0,1,0,0
Hadfield,3,h,685500,2016-09-03,12.1,3046,3,1,2.0,103.0,Moreland,-37.7076,144.9481,2606,55.0,1,0,0
Hadfield,3,h,605000,2016-09-03,12.1,3046,3,1,2.0,116.0,Moreland,-37.711,144.9478,2606,65.0,1,0,0
Mont Albert,2,h,1320000,2016-09-03,11.8,3127,2,1,1.0,115.0,Whitehorse,-37.8238,145.1135,2079,75.0,1,0,0
Mont Albert,4,h,2850000,2016-09-03,11.8,3127,4,2,2.0,126.0,Whitehorse,-37.82,145.1118,2079,75.0,1,0,0
Gowanbrae,3,t,532000,2016-09-03,13.6,3043,3,2,1.0,19.0,Moreland,-37.7068,144.8963,1071,20.0,1,0,0
Gowanbrae,3,h,631000,2016-09-03,13.6,3043,3,2,2.0,138.0,Moreland,-37.709,144.8925,1071,24.0,1,0,0
Moonee Ponds,3,u,670000,2016-09-03,6.9,3039,3,2,2.0,120.0,Moonee Valley,-37.7672,144.9209,6232,25.0,1,0,0
Balwyn,2,t,1255000,2016-09-03,9.7,3103,2,1,1.0,129.0,Boroondara,-37.8128,145.0975,5682,25.0,1,0,0
Balwyn,4,h,1800000,2016-09-03,9.7,3103,4,2,2.0,218.0,Boroondara,-37.811,145.0958,5682,40.0,1,0,0
Balwyn,2,h,2100000,2016-09-03,9.7,3103,2,1,1.0,123.0,Boroondara,-37.8094,145.0807,5682,105.0,1,0,0
Elsternwick,2,h,900000,2016-09-03,8.5,3185,2,1,2.0,110.0,Glen Eira,-37.8845,144.999,4898,85.0,1,0,0
Balaclava,4,h,1819000,2016-09-03,6.6,3183,3,2,1.0,180.0,Port Phillip,-37.8668,144.9928,2952,125.0,1,0,0
St Kilda,1,u,380000,2016-09-03,6.1,3182,1,1,1.0,50.0,Port Phillip,-37.8656,144.9782,13240,65.0,1,0,0
St Kilda,2,u,509000,2016-09-03,6.1,3182,2,1,1.0,126.0,Port Phillip,-37.8679,144.9813,13240,55.0,1,0,0
Pascoe Vale,3,h,770000,2016-09-03,9.9,3044,3,1,4.0,120.0,Moreland,-37.7156,144.9429,7485,65.0,1,0,0
Pascoe Vale,3,h,1120000,2016-09-03,9.9,3044,2,1,2.0,141.0,Moreland,-37.734,144.9416,7485,75.0,1,0,0
Armadale,2,u,599000,2016-09-03,6.3,3143,2,1,1.0,76.0,Stonnington,-37.8543,145.0262,4836,61.0,1,0,0
Oak Park,3,h,892000,2016-09-03,11.5,3046,3,1,3.0,126.0,Moreland,-37.718,144.9174,2651,35.0,1,0,0
Rosanna,5,h,1101500,2016-09-03,11.4,3084,4,2,1.0,207.0,Banyule,-37.7395,145.0773,3540,65.0,1,0,0
Niddrie,3,t,830000,2016-09-03,11.2,3042,3,3,2.0,236.0,Moonee Valley,-37.742,144.8885,2291,12.0,1,0,0
Fitzroy North,2,h,860000,2016-09-03,3.5,3068,2,1,0.0,70.0,Yarra,-37.7927,144.9796,6244,145.0,1,0,0
Fitzroy North,2,h,870000,2016-09-03,3.5,3068,2,1,0.0,64.0,Yarra,-37.7898,144.9794,6244,115.0,1,0,0
Fitzroy North,2,h,1116000,2016-09-03,3.5,3068,3,1,0.0,126.0,Yarra,-37.791,144.9809,6244,125.0,1,0,0
Fitzroy North,4,h,1450000,2016-09-03,3.5,3068,4,2,1.0,175.0,Yarra,-37.7797,144.9861,6244,75.0,1,0,0
Fitzroy North,2,t,930000,2016-09-03,3.5,3068,2,3,0.0,3558.0,Yarra,-37.7903,144.9859,6244,125.0,1,0,0
Seddon,3,h,1145000,2016-09-03,6.6,3011,3,1,1.0,116.0,Maribyrnong,-37.8094,144.8869,2417,135.0,1,0,0
Albert Park,2,h,1455000,2016-09-03,3.3,3206,2,1,0.0,126.0,Port Phillip,-37.845,144.9538,3280,125.0,1,0,0
Albert Park,2,h,1275000,2016-09-03,3.3,3206,2,1,0.0,82.0,Port Phillip,-37.8459,144.9555,3280,125.0,1,0,0
Northcote,2,h,1286000,2016-09-03,5.5,3070,2,1,1.0,108.0,Darebin,-37.7662,145.0096,11364,135.0,1,0,0
Northcote,3,h,1200000,2016-09-03,5.5,3070,3,1,1.0,125.0,Darebin,-37.7759,144.9909,11364,105.0,1,0,0
Northcote,3,h,1382500,2016-09-03,5.5,3070,3,2,2.0,188.0,Darebin,-37.7708,145.0054,11364,18.0,1,0,0
Northcote,2,u,630000,2016-09-03,5.5,3070,2,2,1.0,126.0,Darebin,-37.7679,144.9994,11364,105.0,1,0,0
Northcote,4,h,1600000,2016-09-03,5.5,3070,4,2,1.0,179.0,Darebin,-37.7805,145.004,11364,115.0,1,0,0
Airport West,3,t,840000,2016-09-03,13.5,3042,3,2,1.0,225.0,Moonee Valley,-37.718,144.878,3464,9.0,1,0,0
South Melbourne,3,h,1600000,2016-09-03,2.1,3205,3,2,1.0,93.0,Port Phillip,-37.8363,144.9628,5943,135.0,1,0,0
South Melbourne,2,u,593000,2016-09-03,2.1,3205,2,2,1.0,83.0,Port Phillip,-37.8341,144.9713,5943,13.0,1,0,0
Footscray,1,u,85000,2016-09-03,6.4,3011,1,1,0.0,126.0,Maribyrnong,-37.7911,144.89,7570,18.0,1,0,0
Footscray,3,t,585000,2016-09-03,6.4,3011,3,1,1.0,126.0,Maribyrnong,-37.7955,144.9063,7570,65.0,1,0,0
Flemington,2,h,865500,2016-09-03,4.4,3031,2,1,1.0,126.0,Moonee Valley,-37.7835,144.9339,3593,95.0,1,0,0
Fitzroy North,2,u,700000,2016-09-03,3.5,3068,2,2,1.0,85.0,Yarra,-37.7846,144.9785,6244,15.0,1,0,0
Balwyn North,2,h,1080000,2016-09-03,9.2,3104,2,1,1.0,126.0,Boroondara,-37.7912,145.085,7809,65.0,1,0,0
Fitzroy,3,h,1252000,2016-09-03,1.6,3065,3,2,2.0,137.0,Yarra,-37.8029,144.975,5825,21.0,1,0,0
North Melbourne,1,u,491000,2016-09-03,2.3,3051,1,1,1.0,126.0,Melbourne,-37.8044,144.9566,6821,50.0,1,0,0
Niddrie,3,h,780000,2016-09-03,11.2,3042,3,2,2.0,126.0,Moonee Valley,-37.7353,144.8907,2291,44.5,1,0,0
Altona North,3,h,781000,2016-09-03,11.1,3025,3,1,2.0,117.0,Hobsons Bay,-37.8291,144.835,5132,55.0,1,0,0
Altona North,5,h,1085000,2016-09-03,11.1,3025,5,3,6.0,251.0,Hobsons Bay,-37.8388,144.8567,5132,60.0,1,0,0
Glen Iris,5,h,3730000,2016-09-03,9.2,3146,4,3,2.0,353.0,Stonnington,-37.8637,145.0438,10412,100.0,1,0,0
Glen Iris,4,h,3400000,2016-09-03,9.2,3146,4,3,2.0,265.0,Stonnington,-37.8628,145.0436,10412,105.0,1,0,0
Glen Iris,2,h,1699000,2016-09-03,9.2,3146,3,1,2.0,126.0,Boroondara,-37.8573,145.077,10412,75.0,1,0,0
Glen Iris,3,h,1735000,2016-09-03,9.2,3146,3,2,3.0,170.0,Boroondara,-37.854,145.0832,10412,90.0,1,0,0
Essendon North,2,u,396000,2016-09-03,9.4,3041,2,1,1.0,56.0,Moonee Valley,-37.7428,144.9086,1308,50.0,1,0,0
Fairfield,3,h,1250000,2016-09-03,5.8,3078,3,2,0.0,144.0,Darebin,-37.7723,145.0179,2970,115.0,1,0,0
South Yarra,2,u,475000,2016-09-03,3.3,3141,2,1,0.0,126.0,Stonnington,-37.8391,144.9984,14887,55.0,1,0,0
Altona,3,h,520000,2016-09-03,13.8,3018,3,2,1.0,242.0,Hobsons Bay,-37.87,144.825,5301,10.0,1,0,0
South Yarra,1,u,467500,2016-09-03,3.3,3141,1,1,1.0,126.0,Stonnington,-37.8363,145.0003,14887,55.0,1,0,0
Alphington,3,h,1110000,2016-09-03,6.4,3078,3,2,2.0,126.0,Yarra,-37.7854,145.0325,2211,12.0,1,0,0
Alphington,4,h,2000000,2016-09-03,6.4,3078,3,2,4.0,263.0,Darebin,-37.7707,145.0318,2211,95.0,1,0,0
South Yarra,2,u,930000,2016-09-03,3.3,3141,2,2,2.0,126.0,Stonnington,-37.8361,144.9966,14887,25.0,1,0,0
South Yarra,2,u,722000,2016-09-03,3.3,3141,2,1,1.0,86.0,Stonnington,-37.8393,144.9886,14887,22.0,1,0,0
North Melbourne,4,h,2920000,2016-09-03,2.3,3051,4,3,4.0,276.0,Melbourne,-37.7958,144.944,6821,145.0,1,0,0
South Yarra,1,u,430000,2016-09-03,3.3,3141,2,1,1.0,126.0,Stonnington,-37.8351,144.9909,14887,55.0,1,0,0
North Melbourne,3,h,1635000,2016-09-03,2.3,3051,2,1,0.0,126.0,Melbourne,-37.7967,144.9472,6821,50.0,1,0,0
Fitzroy,2,h,1000000,2016-09-03,1.6,3065,2,1,0.0,126.0,Yarra,-37.7941,144.9802,5825,50.0,1,0,0
Middle Park,3,h,2600000,2016-09-03,4.1,3206,3,1,1.0,133.0,Port Phillip,-37.8499,144.957,2019,125.0,1,0,0
Avondale Heights,3,h,750000,2016-09-03,10.5,3034,3,1,1.0,103.0,Moonee Valley,-37.7634,144.8611,4502,45.0,1,0,0
Port Melbourne,2,u,1100000,2016-09-03,3.8,3207,2,2,1.0,126.0,Port Phillip,-37.8405,144.9319,8648,25.0,1,0,0
Bentleigh East,2,h,1410000,2016-09-03,13.9,3165,2,1,2.0,126.0,Glen Eira,-37.9305,145.0547,10969,55.0,1,0,0
Richmond,2,h,937000,2016-09-03,2.6,3121,2,1,1.0,103.0,Yarra,-37.8106,144.994,14949,75.0,1,0,0
Richmond,3,h,1260000,2016-09-03,2.6,3121,2,1,0.0,81.0,Yarra,-37.8166,144.9945,14949,125.0,1,0,0
Richmond,3,t,1236000,2016-09-03,2.6,3121,3,2,1.0,126.0,Yarra,-37.8206,145.0003,14949,55.0,1,0,0
Richmond,2,u,540000,2016-09-03,2.6,3121,2,2,1.0,126.0,Yarra,-37.8195,145.0103,14949,55.0,1,0,0
Richmond,2,u,795250,2016-09-03,2.6,3121,2,1,2.0,85.0,Yarra,-37.8164,145.0136,14949,28.0,1,0,0
Bentleigh East,3,t,760000,2016-09-03,13.9,3165,3,1,2.0,126.0,Glen Eira,-37.9261,145.0566,10969,55.0,1,0,0
Sunshine,2,u,260000,2016-09-03,12.6,3020,2,1,1.0,126.0,Brimbank,-37.7952,144.8262,3755,70.0,1,0,0
Bentleigh,3,t,895000,2016-09-03,13.0,3204,3,2,2.0,126.0,Glen Eira,-37.9336,145.043,6795,28.0,1,0,0
Bentleigh,3,u,875000,2016-09-03,13.0,3204,3,1,2.0,121.0,Glen Eira,-37.9273,145.0479,6795,75.0,1,0,0
Bentleigh,2,h,1275000,2016-09-03,13.0,3204,2,1,2.0,126.0,Glen Eira,-37.925,145.046,6795,60.0,1,0,0
Bentleigh,2,u,636000,2016-09-03,13.0,3204,2,1,2.0,126.0,Glen Eira,-37.9165,145.0259,6795,51.0,1,0,0
Strathmore,4,h,1052000,2016-09-03,9.7,3041,4,2,2.0,126.0,Moonee Valley,-37.7207,144.9073,3284,55.0,1,0,0
Hampton,4,h,3250000,2016-09-03,13.7,3188,4,3,2.0,300.0,Bayside,-37.9389,145.0062,5454,121.0,1,0,0
Richmond,2,u,582000,2016-09-03,2.6,3121,2,1,1.0,75.0,Yarra,-37.824,144.9918,14949,24.0,1,0,0
Bentleigh East,2,h,825000,2016-09-03,13.9,3165,2,2,1.0,125.0,Glen Eira,-37.9237,145.0763,10969,17.0,1,0,0
Hawthorn,4,h,1650000,2016-09-03,4.6,3122,4,2,2.0,210.0,Boroondara,-37.8344,145.0422,11308,20.0,1,0,0
Coburg,3,h,784000,2016-09-03,7.8,3058,2,1,1.0,110.0,Moreland,-37.7427,144.952,11204,135.0,1,0,0
Box Hill,4,h,1620000,2016-09-03,13.1,3128,4,2,2.0,255.0,Whitehorse,-37.8151,145.135,4605,85.0,1,0,0
Caulfield South,3,h,1577500,2016-09-03,9.3,3162,3,2,2.0,144.0,Glen Eira,-37.8896,145.0307,5051,90.0,1,0,0
